1 1 0.002961
1 2 0.005949
1 3 0.008993
1 4 0.012123
1 5 0.015365
1 6 0.018752
1 7 0.022311
1 8 0.026077
1 9 0.030077
1 10 0.034347
1 11 0.038909
1 12 0.043795
1 13 0.049018
1 14 0.054595
1 15 0.060515
1 16 0.066763
1 17 0.073281
1 18 0.079995
1 19 0.086770
1 20 0.093446
1 21 0.099795
1 22 0.105566
1 23 0.110464
1 24 0.114215
1 25 0.116564
1 26 0.117350
1 27 0.116507
1 28 0.114101
1 29 0.110293
1 30 0.105336
1 31 0.099504
1 32 0.093092
1 33 0.086350
1 34 0.079505
1 35 0.072719
1 36 0.066124
1 37 0.059793
1 38 0.053785
1 39 0.048113
1 40 0.042788
1 41 0.037792
1 42 0.033111
1 43 0.028711
1 44 0.024570
1 45 0.020649
1 46 0.016921
1 47 0.013349
1 48 0.009903
1 49 0.006550
1 50 0.003260
2 1 0.005894
2 2 0.011843
2 3 0.017905
2 4 0.024134
2 5 0.030591
2 6 0.037332
2 7 0.044424
2 8 0.051921
2 9 0.059896
2 10 0.068401
2 11 0.077506
2 12 0.087252
2 13 0.097695
2 14 0.108846
2 15 0.120718
2 16 0.133256
2 17 0.146383
2 18 0.159926
2 19 0.173657
2 20 0.187219
2 21 0.200185
2 22 0.212004
2 23 0.222092
2 24 0.229831
2 25 0.234704
2 26 0.236330
2 27 0.234592
2 28 0.229605
2 29 0.221751
2 30 0.211545
2 31 0.199604
2 32 0.186513
2 33 0.172819
2 34 0.158951
2 35 0.145263
2 36 0.131981
2 37 0.119279
2 38 0.107233
2 39 0.095893
2 40 0.085247
2 41 0.075281
2 42 0.065939
2 43 0.057175
2 44 0.048919
2 45 0.041114
2 46 0.033686
2 47 0.026576
2 48 0.019714
2 49 0.013041
2 50 0.006489
3 1 0.008773
3 2 0.017630
3 3 0.026651
3 4 0.035925
3 5 0.045534
3 6 0.055576
3 7 0.066131
3 8 0.077307
3 9 0.089185
3 10 0.101878
3 11 0.115462
3 12 0.130040
3 13 0.145665
3 14 0.162406
3 15 0.180254
3 16 0.199189
3 17 0.219070
3 18 0.239702
3 19 0.260712
3 20 0.281618
3 21 0.301722
3 22 0.320203
3 23 0.336070
3 24 0.348342
3 25 0.356092
3 26 0.358705
3 27 0.355924
3 28 0.348005
3 29 0.335561
3 30 0.319518
3 31 0.300856
3 32 0.280565
3 33 0.259463
3 34 0.238248
3 35 0.217400
3 36 0.197289
3 37 0.178110
3 38 0.160000
3 39 0.142979
3 40 0.127051
3 41 0.112147
3 42 0.098209
3 43 0.085132
3 44 0.072834
3 45 0.061201
3 46 0.050145
3 47 0.039556
3 48 0.029345
3 49 0.019409
3 50 0.009659
4 1 0.011572
4 2 0.023252
4 3 0.035154
4 4 0.047383
4 5 0.060065
4 6 0.073306
4 7 0.087244
4 8 0.101990
4 9 0.117693
4 10 0.134465
4 11 0.152461
4 12 0.171780
4 13 0.192561
4 14 0.214860
4 15 0.238749
4 16 0.264176
4 17 0.291053
4 18 0.319100
4 19 0.347917
4 20 0.376821
4 21 0.404928
4 22 0.431016
4 23 0.453689
4 24 0.471375
4 25 0.482663
4 26 0.486472
4 27 0.482440
4 28 0.470929
4 29 0.453015
4 30 0.430110
4 31 0.403782
4 32 0.375428
4 33 0.346265
4 34 0.317177
4 35 0.288844
4 36 0.261664
4 37 0.235913
4 38 0.211680
4 39 0.189010
4 40 0.167831
4 41 0.148080
4 42 0.129618
4 43 0.112338
4 44 0.096083
4 45 0.080734
4 46 0.066137
4 47 0.052173
4 48 0.038700
4 49 0.025598
4 50 0.012738
5 1 0.014263
5 2 0.028663
5 3 0.043329
5 4 0.058410
5 5 0.074036
5 6 0.090370
5 7 0.107550
5 8 0.125756
5 9 0.145132
5 10 0.165876
5 11 0.188136
5 12 0.212114
5 13 0.237938
5 14 0.265782
5 15 0.295706
5 16 0.327773
5 17 0.361868
5 18 0.397788
5 19 0.435035
5 20 0.472883
5 21 0.510153
5 22 0.545304
5 23 0.576294
5 24 0.600865
5 25 0.616712
5 26 0.622136
5 27 0.616437
5 28 0.600313
5 29 0.575461
5 30 0.544182
5 31 0.508736
5 32 0.471159
5 33 0.432992
5 34 0.395409
5 35 0.359135
5 36 0.324666
5 37 0.292200
5 38 0.261850
5 39 0.233549
5 40 0.207232
5 41 0.182724
5 42 0.159888
5 43 0.138519
5 44 0.118461
5 45 0.099514
5 46 0.081522
5 47 0.064300
5 48 0.047698
5 49 0.031546
5 50 0.015699
6 1 0.016825
6 2 0.033807
6 3 0.051111
6 4 0.068891
6 5 0.087331
6 6 0.106590
6 7 0.126873
6 8 0.148351
6 9 0.171256
6 10 0.195772
6 11 0.222157
6 12 0.250600
6 13 0.281366
6 14 0.314624
6 15 0.350593
6 16 0.389345
6 17 0.430933
6 18 0.475152
6 19 0.521629
6 20 0.569524
6 21 0.617572
6 22 0.663752
6 23 0.705393
6 24 0.739079
6 25 0.761255
6 26 0.768924
6 27 0.760929
6 28 0.738424
6 29 0.704405
6 30 0.662424
6 31 0.615892
6 32 0.567482
6 33 0.519207
6 34 0.472333
6 35 0.427696
6 36 0.385665
6 37 0.346441
6 38 0.309969
6 39 0.276171
6 40 0.244825
6 41 0.215753
6 42 0.188690
6 43 0.163436
6 44 0.139729
6 45 0.117376
6 46 0.096138
6 47 0.075832
6 48 0.056246
6 49 0.037203
6 50 0.018512
7 1 0.019231
7 2 0.038644
7 3 0.058416
7 4 0.078745
7 5 0.099808
7 6 0.121831
7 7 0.145002
7 8 0.169578
7 9 0.195769
7 10 0.223871
7 11 0.254119
7 12 0.286845
7 13 0.322303
7 14 0.360841
7 15 0.402698
7 16 0.448170
7 17 0.497367
7 18 0.550349
7 19 0.606805
7 20 0.666105
7 21 0.726858
7 22 0.786829
7 23 0.842446
7 24 0.888886
7 25 0.920307
7 26 0.931459
7 27 0.919932
7 28 0.888133
7 29 0.841310
7 30 0.785301
7 31 0.724927
7 32 0.663756
7 33 0.604022
7 34 0.547109
7 35 0.493648
7 36 0.443943
7 37 0.397931
7 38 0.355496
7 39 0.316340
7 40 0.280215
7 41 0.246773
7 42 0.215748
7 43 0.186804
7 44 0.159696
7 45 0.134122
7 46 0.109860
7 47 0.086645
